index,Unnamed: 0,age,num_children,gender,reported_height,reported_weight,reported_pants_size_waist,reported_pants_size_inseam,bra_size_chest,bra_size_cup,age_range,shoe_size_us,ankle_circum,spine_to_scye_len,spine_to_elbow_len,arm_len_spine_wrist,arm_len_shoulder_wrist,arm_len_shoulder_elbow,scye_circum,chest_circum,chest_circum_below_bust,chest_circum_scye,jean_inseam,hand_len,hip_circum,hip_height,neck_circum_base,bideltoid_breadth,height,thigh_circum_proximal,u_crotch,waist_circum_preferred,waist_height_preferred,weight,biacromial_breadth,bicristal_breadth,bust_to_bust,cervical_height,chest_height,interscye_dist,acromion_height,acromion_radial_len,ankle_height_inside,ankle_height_outside,axilla_height,elbow_height,knee_height,radial_stylion_len,sleeve_inseam,sleeve_outseam,acromion_radial_stylion_len,shoulder_len,dataset
2584,2359.0,37.0,2.0,female,67.0,220.0,,,44.0,3.0,36-45,9.0,9.37,8.15,20.39,30.83,22.68,12.24,19.96,46.85,39.84,45.47,29.21,7.24,49.88,35.31,17.56,20.55,65.55,27.72,31.26,40.71,40.31,219.0,15.4,14.7,9.48,56.77,47.28,15.65,54.41,12.43,2.995,2.795,48.9,42.3,18.19,9.05,15.75,21.015,21.48,8.15,caesar
2585,236.0,31.0,1.0,female,64.0,145.0,,,40.0,4.0,26-35,7.5,9.06,7.99,19.49,29.96,21.97,11.5,15.43,40.43,32.91,36.42,29.49,7.09,39.13,31.46,15.55,17.64,63.82,22.76,27.4,32.28,39.88,146.5,14.72,12.51,6.64,54.09,45.28,15.28,52.36,11.475,3.15,2.4,48.17,41.515,17.76,9.11,16.02,20.38,20.585,7.99,caesar
2586,2360.0,48.0,1.0,female,63.0,147.0,,,38.0,3.0,46-55,7.5,9.06,7.4,19.09,29.8,22.4,11.69,15.47,37.99,30.47,36.5,28.46,7.17,42.44,30.98,15.94,18.19,62.91,23.7,28.54,30.51,38.9,142.5,14.23,12.04,7.41,53.86,44.09,14.75,51.375,11.345,2.755,2.4,47.34,40.275,16.97,9.025,16.605,20.01,20.37,7.4,caesar
2587,2361.0,27.0,0.0,female,68.0,125.0,,,,,26-35,8.5,9.49,8.11,21.14,32.72,24.61,13.03,13.9,31.73,27.99,31.77,32.32,7.2,36.1,34.37,15.83,15.39,67.24,19.76,24.76,26.93,41.61,117.5,14.81,11.49,6.19,57.6,48.98,13.32,54.92,12.74,2.83,2.56,50.71,42.5,18.78,9.84,18.37,21.955,22.58,8.11,caesar
2588,2362.0,33.0,1.0,female,65.0,149.0,,,36.0,3.0,26-35,7.0,9.06,8.19,20.24,30.08,21.89,12.05,14.69,36.1,30.28,37.68,27.83,6.81,42.2,29.92,16.61,18.5,62.99,24.61,27.13,30.83,38.43,149.0,15.27,12.42,6.53,53.23,44.25,16.22,51.085,11.435,2.72,2.36,46.435,40.61,16.34,8.685,15.505,19.9,20.12,8.19,caesar
2589,2363.0,54.0,0.0,female,62.0,120.0,,,34.0,1.0,46-55,7.0,8.74,7.72,19.45,29.29,21.57,11.73,14.25,34.37,28.46,34.72,28.19,7.05,39.17,29.8,16.02,16.81,61.97,22.64,27.87,28.11,38.43,125.0,14.06,11.9,6.27,53.78,44.8,13.41,51.3,11.335,2.7,2.4,47.32,40.39,16.455,8.75,16.115,19.48,20.085,7.72,caesar
2590,2364.0,27.0,0.0,female,69.0,150.0,,,34.0,3.0,26-35,9.0,9.61,8.43,20.91,32.05,23.62,12.48,15.59,37.28,30.63,36.81,31.42,7.4,41.42,34.02,16.77,17.64,68.07,23.23,27.64,28.78,42.17,147.5,15.66,11.94,6.96,58.27,48.9,14.81,55.235,12.055,3.27,3.03,51.105,43.5,18.8,9.215,17.445,20.92,21.27,8.43,caesar
2591,2365.0,33.0,0.0,female,63.0,128.0,,,34.0,2.0,26-35,8.0,9.13,7.72,19.65,29.69,21.97,11.93,14.72,33.9,29.33,34.96,28.86,7.09,36.73,29.49,16.18,17.13,63.15,21.93,25.98,25.12,39.13,127.5,14.98,10.44,6.77,54.17,45.51,14.47,51.77,11.565,2.99,2.68,46.97,40.905,17.205,8.915,16.075,19.975,20.48,7.72,caesar
2592,2366.0,48.0,2.0,female,66.0,142.0,,,36.0,2.0,46-55,7.5,8.86,7.76,20.87,31.3,23.54,13.11,15.12,36.77,31.3,35.79,30.2,7.36,40.71,31.89,16.3,17.44,65.43,23.7,27.4,30.75,39.8,143.5,14.72,11.99,7.07,56.54,47.48,14.44,53.975,11.995,3.15,2.64,49.65,42.305,17.165,9.22,16.885,20.715,21.215,7.76,caesar
2593,2367.0,46.0,0.0,female,67.0,138.0,,,38.0,2.0,46-55,5.5,8.58,7.83,18.03,27.32,19.49,10.2,16.93,40.83,34.65,39.49,23.31,6.5,39.65,28.19,17.91,18.74,56.14,22.72,26.73,36.26,32.91,143.5,14.17,13.65,8.68,48.03,38.9,15.81,45.71,10.065,2.64,2.36,40.865,36.735,14.76,7.465,12.89,17.445,17.53,7.83,caesar
2594,2368.0,41.0,1.0,female,66.75,145.0,,,36.0,3.0,36-45,10.5,9.33,7.83,19.88,30.47,22.64,12.05,14.88,38.74,33.15,37.6,32.05,7.68,42.48,34.57,17.01,17.48,66.3,23.27,23.94,31.97,40.83,152.0,15.34,12.74,8.02,57.01,48.98,14.67,54.39,11.71,3.31,3.265,50.1,43.305,18.94,9.285,16.72,20.5,20.995,7.83,caesar
2595,2369.0,41.0,0.0,female,64.0,135.0,,,36.0,3.0,36-45,7.0,8.98,7.32,19.84,29.49,22.17,12.52,15.16,37.56,32.05,36.69,29.13,7.01,38.58,32.24,15.63,16.85,62.95,21.34,25.87,30.98,39.13,136.0,13.82,12.7,8.32,54.25,45.98,13.88,52.125,11.6,3.01,2.6,47.64,41.06,17.05,8.83,16.025,20.2,20.43,7.32,caesar
2596,237.0,42.0,1.0,male,70.0,220.0,38.0,32.0,,,36-45,10.5,11.26,7.91,20.94,32.72,24.8,13.03,19.65,45.12,,44.21,31.34,8.43,43.74,35.94,19.13,19.88,69.33,25.67,27.24,40.94,41.02,228.5,16.32,15.07,10.31,60.39,51.65,16.47,57.87,12.42,3.465,3.425,53.66,46.34,19.49,10.85,17.97,22.635,23.27,7.92,caesar
2597,2370.0,28.0,1.0,female,63.0,112.0,,,34.0,1.0,26-35,6.0,8.5,6.81,18.58,28.07,21.26,11.77,14.29,32.01,27.17,32.68,28.54,6.65,37.68,30.04,15.47,16.22,63.11,21.14,25.79,25.67,38.86,113.0,13.63,11.08,6.48,54.41,45.43,13.45,52.245,11.485,2.875,2.56,47.54,41.0,17.09,8.675,15.585,19.71,20.16,6.81,caesar
2598,2371.0,55.0,0.0,female,65.0,145.0,,,38.0,3.0,46-55,9.0,9.76,7.8,20.75,31.81,24.02,12.95,15.75,39.49,32.2,38.78,30.71,7.68,38.15,35.2,17.64,17.52,64.69,21.46,28.58,31.42,41.57,142.5,15.07,11.79,7.43,56.22,47.48,15.01,53.74,12.39,2.72,2.32,49.02,41.97,18.585,9.87,17.585,21.795,22.26,7.79,caesar
2599,2372.0,39.0,1.0,female,70.0,175.0,,,36.0,3.0,36-45,8.0,9.29,8.58,21.93,33.78,25.2,13.35,15.79,42.6,33.62,40.98,32.87,7.24,47.01,35.91,17.76,19.29,69.21,26.54,31.14,30.91,44.92,184.5,16.41,13.05,8.14,59.92,50.39,15.22,56.73,13.08,2.95,2.835,51.93,43.975,19.86,10.94,18.825,22.68,24.02,8.58,caesar
2600,2373.0,47.0,0.0,male,69.0,210.0,36.0,32.0,,,46-55,9.5,10.71,9.17,23.43,34.61,25.43,14.25,18.98,45.39,,44.53,30.24,7.4,44.57,36.77,19.53,20.39,68.78,24.92,27.09,39.61,39.92,213.0,16.92,15.91,9.87,60.55,49.53,17.42,56.85,13.41,3.23,2.675,50.51,44.015,19.45,9.915,17.18,22.845,23.325,9.18,caesar
2601,2374.0,40.0,2.0,female,68.0,148.0,,,36.0,2.0,36-45,8.5,9.45,8.23,20.47,31.54,23.31,12.24,14.76,35.63,29.61,35.43,32.4,7.48,41.34,33.86,17.01,17.32,67.91,24.09,28.74,27.76,43.35,148.5,15.85,12.12,6.9,58.5,48.9,14.6,55.785,12.0,3.01,2.91,51.185,43.855,19.17,9.76,17.475,21.21,21.76,8.23,caesar
2602,2375.0,38.0,0.0,female,62.0,150.0,,,36.0,2.0,36-45,7.0,8.94,7.68,19.57,29.21,21.54,11.89,15.71,39.57,32.17,37.91,27.95,6.89,41.93,31.22,17.76,17.48,61.85,23.94,28.27,31.18,38.07,151.0,14.35,12.58,7.67,53.54,44.88,14.79,51.375,11.115,3.03,2.68,46.26,40.535,16.85,8.955,15.065,19.575,20.07,7.67,caesar
2603,2376.0,56.0,0.0,male,73.0,225.0,40.0,32.0,,,56-65,11.0,10.67,9.53,24.37,36.38,26.85,14.84,19.17,47.64,,46.85,31.46,8.43,45.75,37.52,19.76,22.09,70.63,26.18,31.14,44.84,42.87,241.0,17.77,16.72,11.36,61.73,51.73,16.59,58.585,14.695,3.505,2.955,52.085,44.355,20.275,10.53,18.0,24.72,25.225,9.53,caesar
2604,2377.0,37.0,3.0,female,66.0,248.0,,,44.0,3.0,36-45,8.5,10.43,8.23,20.87,31.54,23.31,12.64,20.24,51.69,42.2,48.23,30.91,7.36,51.77,37.4,18.74,22.64,66.42,29.06,32.09,43.46,41.57,252.0,16.18,15.93,9.78,57.87,49.21,17.16,56.06,12.51,2.815,2.715,50.825,44.31,18.23,9.62,16.44,21.705,22.13,8.23,caesar
2605,2378.0,50.0,3.0,male,74.5,275.0,40.0,32.0,,,46-55,11.0,11.02,8.82,23.58,36.42,27.6,14.76,20.98,47.36,,47.99,32.44,8.11,46.14,38.62,20.91,22.13,73.07,27.05,26.1,42.95,42.01,267.0,17.4,15.9,11.0,64.09,54.8,17.91,61.575,14.01,3.64,2.83,55.315,48.585,20.39,10.93,18.0,24.3,24.94,8.82,caesar
2606,2379.0,47.0,2.0,female,63.0,129.0,,,34.0,3.0,46-55,6.0,9.06,7.83,20.43,30.47,22.64,12.6,14.06,36.77,30.47,34.8,29.57,6.85,37.09,30.94,16.38,16.85,62.6,21.06,25.59,28.35,39.21,123.0,14.64,11.15,7.17,53.7,45.43,14.07,50.69,12.295,3.23,2.83,46.5,38.84,17.87,8.93,16.875,20.52,21.225,7.83,caesar
2607,238.0,36.0,4.0,male,71.0,170.0,33.0,32.0,,,36-45,10.5,10.51,8.62,22.01,34.09,25.47,13.39,16.69,37.68,,38.9,32.05,7.91,40.31,35.2,17.99,18.7,70.08,23.58,25.71,33.82,42.13,169.5,16.6,13.22,9.18,60.08,49.69,15.57,57.795,13.09,3.78,2.91,52.995,45.435,19.805,10.34,18.385,23.275,23.43,8.62,caesar
2608,2380.0,49.0,3.0,female,72.0,255.0,,,42.0,5.0,46-55,9.0,10.55,8.74,21.57,33.11,24.37,12.83,19.09,49.69,40.47,44.96,32.76,7.95,53.86,40.71,19.06,19.37,71.5,31.65,32.36,42.48,45.28,262.0,15.69,16.64,9.98,62.44,51.89,15.85,59.685,12.49,3.41,3.345,53.545,47.935,20.1,10.605,16.95,22.4,23.095,8.74,caesar
2609,2381.0,27.0,1.0,female,64.75,250.0,,,44.0,4.0,26-35,9.0,10.91,8.27,20.31,31.93,23.66,12.05,20.0,51.97,42.01,48.35,29.09,7.36,52.4,36.73,19.41,23.07,64.21,29.88,34.41,43.27,40.55,251.0,17.18,16.16,9.99,56.06,45.51,18.66,53.86,12.21,2.835,2.52,48.15,41.73,17.36,9.605,15.89,21.31,21.815,8.27,caesar
2610,2382.0,19.0,0.0,female,67.0,115.0,,,34.0,3.0,17-25,7.0,9.33,7.56,20.51,31.14,23.58,12.95,13.98,34.96,28.15,35.2,31.22,7.36,37.4,32.2,15.75,17.36,65.91,20.75,22.6,28.86,40.59,121.5,15.23,11.65,6.77,56.93,47.87,14.2,54.095,12.68,2.68,2.44,49.37,41.515,17.875,9.675,17.57,21.685,22.355,7.56,caesar
2611,2383.0,53.0,1.0,female,61.5,150.0,,,36.0,3.0,46-55,9.0,10.04,8.03,19.8,29.92,21.89,11.77,17.2,40.83,34.21,39.84,26.57,7.4,42.99,32.68,18.23,19.25,62.76,25.2,30.39,33.11,38.43,169.5,15.94,13.35,8.38,53.46,44.8,14.58,50.985,11.33,3.07,2.755,46.655,40.08,16.54,8.85,15.58,19.655,20.18,8.03,caesar
2612,2384.0,55.0,2.0,female,65.0,155.0,,,38.0,4.0,46-55,8.0,9.53,8.19,20.79,31.65,23.46,12.6,15.91,42.13,34.65,39.06,28.78,6.89,42.91,35.12,16.26,17.91,64.21,25.24,29.88,32.76,40.51,172.0,15.2,12.73,8.42,55.43,46.93,14.86,52.955,12.34,2.87,2.125,48.15,41.495,17.17,9.25,16.425,21.13,21.59,8.19,caesar
2613,2385.0,35.0,3.0,male,69.0,150.0,29.0,32.0,,,26-35,8.5,10.12,8.39,21.73,33.19,24.8,13.35,17.09,37.44,,37.95,31.61,7.6,37.44,32.99,17.36,18.66,68.15,21.42,23.7,31.18,40.71,151.0,16.34,12.42,8.78,59.53,49.61,15.56,56.105,12.675,3.15,2.68,50.865,44.075,18.98,10.015,17.39,22.275,22.69,8.39,caesar
2614,2386.0,52.0,2.0,female,65.0,170.0,,,38.0,3.0,46-55,8.0,9.61,8.11,20.75,31.57,23.46,12.64,15.75,42.09,35.55,41.42,29.37,7.09,43.78,33.27,17.24,19.06,64.45,25.28,30.24,34.09,40.43,172.5,15.62,13.36,8.09,55.2,46.3,16.14,53.31,12.285,3.03,2.56,48.07,41.515,17.8,9.6,16.6,21.49,21.885,8.11,caesar
2615,2387.0,43.0,0.0,male,75.0,210.0,36.0,34.0,,,36-45,11.5,10.75,8.86,22.2,35.16,26.3,13.35,17.56,41.89,,43.11,34.02,8.66,42.44,36.34,18.54,19.57,74.49,25.0,27.24,35.55,44.21,208.5,16.31,14.02,9.45,64.25,53.46,17.04,61.42,13.815,3.35,3.27,55.355,47.95,20.785,10.455,17.56,23.89,24.27,8.86,caesar
2616,2388.0,21.0,0.0,female,61.0,175.0,,,38.0,5.0,17-25,8.0,9.76,7.8,18.5,28.78,20.98,10.71,16.73,42.32,36.61,40.31,27.83,6.89,46.06,33.19,16.42,19.09,61.26,24.21,28.07,35.35,38.07,171.5,15.06,13.89,8.31,52.13,42.68,15.67,49.725,10.655,2.68,2.325,45.37,39.315,16.615,9.01,14.855,18.67,19.665,7.8,caesar
2617,2389.0,40.0,1.0,female,68.5,138.0,,,36.0,2.0,36-45,9.0,9.45,8.46,21.18,32.36,23.9,12.72,14.09,36.69,30.83,37.44,31.06,7.28,39.53,33.54,17.17,17.99,67.52,21.97,27.01,29.17,41.57,138.5,15.3,11.91,6.81,58.19,49.37,15.57,55.845,12.395,3.27,2.735,51.715,44.17,19.04,9.82,18.035,21.795,22.215,8.46,caesar
2618,239.0,41.0,2.0,female,68.0,162.0,,,36.0,2.0,36-45,8.0,9.45,7.95,21.06,32.09,24.13,13.11,16.54,37.95,32.44,37.2,30.39,7.52,40.91,33.11,17.32,18.43,68.11,23.98,28.82,31.1,41.26,160.5,16.03,12.48,7.47,58.74,50.0,14.73,56.18,12.375,3.19,2.835,51.77,44.095,18.19,9.78,17.355,21.555,22.155,7.96,caesar
2619,2390.0,44.0,2.0,female,63.0,157.0,,,36.0,3.0,36-45,6.5,8.86,7.48,19.45,28.82,21.34,11.97,15.67,39.92,31.69,37.68,27.56,6.81,44.13,29.84,18.19,17.83,62.2,26.18,28.9,32.09,37.24,160.5,14.8,12.64,7.52,53.15,43.15,15.17,50.825,11.24,3.15,2.6,46.08,40.06,15.87,8.345,15.035,19.27,19.585,7.48,caesar
2620,2391.0,53.0,1.0,female,64.0,240.0,,,44.0,3.0,46-55,8.5,9.45,7.8,19.65,30.71,22.91,11.85,21.02,47.83,41.34,47.32,27.36,7.2,53.66,34.92,19.02,21.57,64.29,28.66,31.57,49.33,38.58,248.5,15.21,16.37,9.63,56.14,48.03,16.46,54.015,11.62,3.27,2.64,48.21,43.19,17.64,8.78,14.235,20.28,20.4,7.8,caesar
2621,2392.0,49.0,3.0,male,66.0,180.0,36.0,32.0,,,46-55,10.0,11.26,8.5,21.65,33.15,24.65,13.15,17.4,40.28,,40.28,31.18,8.31,41.57,32.8,19.09,18.35,68.35,24.29,27.24,38.15,39.92,191.0,15.58,14.41,8.87,59.21,50.55,15.82,56.695,12.52,3.265,2.87,51.14,45.2,19.98,10.175,16.735,22.395,22.695,8.5,caesar
2622,2393.0,33.0,2.0,male,65.0,168.0,34.0,29.0,,,26-35,8.0,10.0,7.83,20.63,31.3,23.46,12.8,17.44,39.33,,39.17,28.54,7.68,40.12,31.65,17.68,19.17,64.96,23.46,25.12,34.72,37.05,168.0,15.54,14.0,8.92,56.38,45.59,14.81,53.505,12.265,3.19,2.6,47.775,41.735,17.72,9.455,15.665,20.94,21.72,7.84,caesar
2623,2394.0,28.0,1.0,female,64.0,118.0,,,34.0,3.0,26-35,7.5,9.53,7.24,19.09,29.65,22.4,11.85,12.99,32.05,27.44,31.14,29.25,6.81,37.48,30.35,16.26,15.55,63.03,20.98,25.08,24.41,39.02,117.0,13.89,10.6,7.2,53.15,44.41,13.77,50.535,11.42,2.38,2.34,46.42,39.785,17.05,9.4,16.845,20.53,20.82,7.25,caesar
2624,2395.0,26.0,0.0,male,79.0,200.0,36.0,36.0,,,26-35,,11.69,8.98,24.02,36.77,27.8,15.04,18.5,38.27,,39.72,35.63,9.17,42.2,39.09,18.74,19.57,77.32,23.58,28.43,35.43,45.71,203.0,17.23,13.0,8.36,67.72,56.93,15.23,64.355,14.275,3.62,3.07,58.545,50.235,21.97,11.485,19.805,25.035,25.76,8.97,caesar
2625,2396.0,33.0,0.0,male,68.0,161.0,33.0,32.0,,,26-35,9.0,10.12,8.58,21.26,33.43,24.84,12.68,17.01,38.27,,38.7,30.71,7.76,40.55,33.5,17.83,18.03,66.26,24.21,25.79,31.18,38.94,166.0,14.73,12.55,8.39,56.93,47.95,14.74,54.485,12.51,3.03,2.6,49.13,42.58,18.62,10.315,17.22,22.41,22.825,8.59,caesar
2626,2397.0,48.0,1.0,female,65.5,158.0,,,34.0,3.0,46-55,6.5,9.06,7.99,20.75,31.73,23.74,12.76,15.35,39.17,30.63,38.43,30.79,7.05,44.13,32.09,16.61,17.6,65.24,26.77,29.84,30.63,41.46,162.0,14.91,13.19,7.59,55.83,48.66,14.42,54.095,12.5,2.89,2.56,49.76,42.46,17.6,9.26,16.975,21.23,21.76,7.99,caesar
2627,2398.0,26.0,0.0,female,69.0,137.0,,,36.0,3.0,26-35,8.5,9.21,7.8,20.0,30.79,22.99,12.2,14.29,35.63,30.12,35.31,30.87,7.72,39.17,32.44,17.17,17.01,68.62,22.24,23.9,30.12,40.04,140.5,15.05,11.92,6.17,57.95,48.43,14.07,55.63,11.865,3.03,2.52,51.045,44.39,17.95,9.635,16.97,21.15,21.5,7.8,caesar
2628,2399.0,57.0,2.0,female,62.5,282.0,,,46.0,3.0,56-65,9.0,10.0,8.82,20.91,31.57,22.76,12.09,22.36,52.28,45.2,50.63,25.87,6.89,60.35,32.32,20.63,23.62,61.97,30.83,34.25,49.09,38.19,278.5,16.75,17.45,10.42,54.17,44.88,17.36,51.85,11.705,2.835,2.6,46.025,40.805,15.59,8.935,14.475,20.185,20.64,8.81,caesar
2629,24.0,46.0,1.0,male,69.0,195.0,36.0,32.0,,,46-55,9.0,10.12,8.19,21.69,33.19,25.0,13.5,18.19,42.83,,43.58,31.1,7.68,41.42,35.24,18.9,20.43,69.72,23.58,26.06,37.13,40.75,190.0,16.64,13.92,9.6,59.69,51.26,16.25,57.245,12.865,3.03,2.6,53.03,44.96,18.98,10.34,18.73,22.775,23.205,8.19,caesar
2630,240.0,38.0,2.0,male,68.0,150.0,32.0,31.0,,,36-45,8.5,10.04,8.43,21.02,32.91,24.49,12.6,16.14,35.12,,37.09,30.55,7.72,38.7,32.09,16.93,18.43,68.5,22.05,25.63,32.48,40.31,152.0,17.17,12.87,8.07,59.06,48.5,14.74,55.59,11.86,3.27,2.36,51.85,44.295,18.31,10.265,17.995,21.535,22.125,8.42,caesar
2631,2400.0,22.0,0.0,female,69.5,140.0,,,34.0,3.0,17-25,9.0,9.53,7.95,21.26,32.36,24.41,13.31,16.1,37.56,30.63,37.4,30.35,7.87,41.34,31.73,16.97,17.8,68.39,23.86,25.12,30.51,39.69,149.5,15.11,12.85,7.04,58.43,49.45,15.28,56.97,12.535,3.19,2.675,52.165,44.605,17.995,10.065,17.645,22.11,22.6,7.95,caesar
2632,2401.0,44.0,1.0,male,78.0,300.0,44.0,36.0,,,36-45,13.5,12.01,9.72,24.57,37.68,27.95,14.84,20.35,48.62,,48.62,34.37,8.78,48.54,40.12,21.61,22.44,76.34,27.8,27.28,45.67,44.13,300.5,18.81,17.21,11.24,65.98,55.67,17.71,63.11,14.34,3.66,2.91,56.3,49.39,21.18,11.89,18.555,25.355,26.23,9.73,caesar
2633,2402.0,65.0,0.0,female,65.5,140.0,,,34.0,2.0,56-65,7.0,8.66,7.32,19.72,30.2,22.87,12.4,15.04,36.61,30.2,36.61,29.49,7.05,41.42,31.93,16.77,17.32,64.96,24.72,28.5,27.24,40.91,142.5,14.14,12.0,6.89,55.83,47.87,14.51,53.305,11.675,2.95,2.76,48.74,42.28,17.44,8.93,16.09,20.07,20.605,7.33,caesar
2634,2403.0,65.0,0.0,male,71.0,175.0,34.0,31.0,,,56-65,9.0,9.96,9.09,23.11,35.12,26.02,14.02,18.03,41.85,,41.69,31.18,8.07,38.54,35.35,18.39,19.57,69.17,20.98,25.16,34.49,41.22,172.0,17.05,13.37,9.5,60.08,50.79,15.61,57.09,13.4,3.54,2.95,51.575,44.31,19.17,10.355,17.96,23.455,23.755,9.1,caesar
2635,2404.0,47.0,0.0,female,64.5,147.0,,,34.0,2.0,46-55,6.0,8.58,7.4,19.84,30.0,22.6,12.44,14.57,36.06,31.42,35.2,28.78,6.89,42.91,30.28,16.69,17.17,63.74,26.02,30.04,27.99,40.08,149.0,13.75,11.16,7.53,54.33,46.93,14.15,52.2,11.495,2.875,2.6,48.035,41.515,16.46,9.09,16.16,20.405,20.585,7.4,caesar
2636,2405.0,53.0,0.0,female,64.0,245.0,,,40.0,3.0,46-55,10.0,11.81,8.07,20.79,31.65,23.58,12.72,17.52,47.52,40.2,44.8,28.5,7.05,53.7,35.16,18.9,20.2,64.49,30.0,33.58,43.19,39.69,242.5,14.75,14.86,9.08,55.51,45.91,15.97,53.15,11.905,2.83,2.835,48.425,41.97,17.6,8.935,15.94,20.965,20.84,8.07,caesar
2637,2406.0,45.0,2.0,male,71.0,190.0,34.0,34.0,,,36-45,10.5,10.51,9.41,22.36,34.41,25.0,12.95,18.46,43.74,,43.82,31.61,8.07,41.06,36.22,19.57,21.34,70.55,23.54,25.94,34.96,41.57,199.5,17.84,13.75,10.87,60.87,50.87,17.36,57.915,12.61,3.5,2.56,52.205,45.83,19.57,10.295,16.77,22.47,22.905,9.41,caesar
2638,2407.0,38.0,0.0,male,74.0,202.0,32.0,34.0,,,36-45,12.0,11.06,9.13,23.82,36.26,27.13,14.69,19.21,42.4,,44.29,33.98,8.46,40.63,37.13,19.57,21.26,72.36,24.02,26.89,33.54,43.31,200.5,17.67,13.3,9.32,62.44,52.44,17.02,59.885,14.09,3.425,2.95,53.975,46.655,20.865,11.22,18.68,24.575,25.31,9.13,caesar
2639,2408.0,27.0,1.0,female,62.0,102.0,,,32.0,2.0,26-35,6.0,8.27,7.05,18.27,28.58,21.54,11.22,13.07,33.43,28.58,32.28,28.11,6.69,34.84,30.28,15.51,15.43,60.51,19.88,24.96,26.42,38.07,104.0,13.13,10.81,6.39,52.05,42.83,12.84,48.78,10.9,2.795,2.4,44.565,38.11,16.495,8.805,15.77,19.56,19.705,7.04,caesar
2640,2409.0,57.0,2.0,male,76.0,310.0,,32.0,,,56-65,,12.83,9.17,23.98,37.01,27.83,14.8,21.46,50.63,,50.63,32.8,8.54,50.47,38.35,20.2,22.24,73.62,30.79,29.25,45.91,42.13,312.0,17.5,16.78,11.22,64.72,53.31,17.02,61.415,14.405,3.46,3.11,54.96,48.39,20.87,11.13,17.945,24.825,25.535,9.18,caesar
2641,241.0,27.0,0.0,female,62.0,132.0,,,36.0,1.0,26-35,6.5,8.82,7.68,18.98,28.82,21.14,11.3,14.96,35.43,29.72,34.65,27.72,6.89,38.78,29.33,15.94,16.61,62.09,22.95,22.99,31.18,36.02,128.5,14.21,11.96,7.15,52.44,44.72,13.51,50.315,10.955,3.27,2.64,47.32,40.16,16.85,8.5,16.24,18.97,19.455,7.68,caesar
2642,2410.0,36.0,2.0,female,59.5,102.0,,,34.0,2.0,36-45,5.5,7.95,7.01,18.9,29.61,22.6,11.89,13.39,31.46,28.15,32.32,27.87,7.05,36.42,29.96,15.94,16.18,60.47,21.14,22.99,26.97,37.52,104.0,14.3,10.88,5.89,52.2,44.41,13.91,49.96,11.78,2.915,2.56,45.435,38.62,16.77,8.835,15.925,20.205,20.615,7.01,caesar
2643,2411.0,33.0,0.0,female,62.0,100.0,,,32.0,1.0,26-35,6.5,8.39,7.17,19.06,29.21,22.05,11.89,13.54,29.69,25.31,31.02,29.88,7.24,34.76,30.28,15.79,14.76,62.36,20.28,23.98,22.44,38.86,99.5,13.46,9.82,6.17,53.39,45.67,12.93,50.945,11.53,2.6,2.44,46.89,40.235,17.44,8.84,16.68,19.96,20.37,7.16,caesar
2644,2412.0,51.0,0.0,female,68.0,148.0,,,34.0,2.0,46-55,10.0,9.37,8.86,21.73,33.86,25.0,12.87,13.94,33.78,28.94,35.04,32.83,8.23,40.2,34.06,16.65,17.91,67.13,24.06,25.98,28.7,42.17,144.0,16.08,11.04,6.54,57.56,49.29,14.63,54.645,12.505,2.68,2.48,50.235,42.445,18.78,11.12,19.315,22.855,23.625,8.86,caesar
2645,2413.0,53.0,3.0,female,75.0,200.0,,,38.0,5.0,46-55,11.0,10.28,7.4,21.5,33.5,26.1,14.09,17.36,43.11,34.21,40.51,34.92,9.69,45.79,38.31,17.87,18.86,73.78,25.71,31.81,38.39,47.52,202.5,15.25,14.89,9.11,64.57,53.39,15.28,62.36,13.84,3.585,3.19,56.26,48.64,21.02,11.045,18.39,24.18,24.885,7.4,caesar
2646,2414.0,52.0,,male,68.5,152.0,32.0,30.0,,,46-55,7.5,9.72,8.82,21.73,33.62,24.8,12.91,17.09,38.31,,40.04,30.67,7.56,38.11,33.66,18.27,18.78,67.68,21.61,25.51,33.03,40.12,155.5,16.56,12.88,7.93,58.5,49.53,15.99,55.08,12.505,3.11,2.72,50.235,43.66,18.94,10.0,17.51,22.32,22.505,8.82,caesar
2647,2415.0,20.0,0.0,female,65.0,160.0,,,34.0,2.0,17-25,9.5,9.61,7.36,19.65,30.75,23.39,12.28,14.96,34.45,31.02,35.08,29.21,7.2,43.7,30.59,16.02,17.6,64.37,26.38,25.63,33.11,38.7,156.0,14.48,12.15,6.74,55.67,48.5,13.66,53.425,11.95,2.755,2.6,48.975,42.025,17.91,9.46,16.555,20.81,21.41,7.36,caesar
2648,2416.0,22.0,2.0,female,62.0,170.0,,,38.0,5.0,17-25,7.5,9.57,7.36,19.41,29.02,21.65,12.05,16.38,44.65,35.71,41.26,27.52,6.85,41.97,30.47,16.57,19.41,62.01,26.81,27.99,36.18,38.43,179.0,14.83,14.37,8.04,53.31,44.8,15.27,50.98,11.415,2.795,2.4,46.26,39.885,16.3,8.96,15.3,20.025,20.375,7.37,caesar
